0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1000,SIVAA BLUE METALS,0.45,Tirunelveli,Wind,27-Mar-2001
1001,Sri Sugan International,0.23,palladam,Wind,27-Mar-2001
1002,Champlast Sanmar Ltd,0.23,Kanyakumari,Wind,27-Mar-2001
1003,"TAMILNADU NEWSPRINT & PAPERS LTD.,",2.25,Tirunelveli,Wind,29-Mar-2001
1004,HINDUSTAN COTTON SPG MILLS II,0.23,palladam,Wind,29-Mar-2001
1005,SREE JAGATHGURU TEXTILES MILLS P.LTD,0.90,palladam,Wind,29-Mar-2001
1006,PRATHAYANI WIND FARM PVT.LTD.,0.23,palladam,Wind,29-Mar-2001
1007,KPR MILL LTD,0.46,palladam,Wind,29-Mar-2001
1008,PK LAXMI MILL INDIA PVT LTD,0.50,Tirunelveli,Wind,30-Mar-2001
1009,"KKSK GREEN POWER ASSOCIATES (P) LTD.,",0.50,Tirunelveli,Wind,30-Mar-2001
