0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
9,M/s. Rithwik Projects Pvt Ltd,2.00,solar,Dist Ananthapuramu,Andhra Pradesh,25-Apr-2012
10,"B.G Channappa , Class-I",4.00,solar,Dist Ananthapuramu,Andhra Pradesh,22-Apr-2013
11,M/s. Value Labs LLP,5.00,solar,Dist Ananthapuramu,Andhra Pradesh,24-Apr-2013
12,M/s. Emmvee Energy Pvt Ltd,10.00,solar,Dist Ananthapuramu,Andhra Pradesh,4-May-2013
13,M/s. The KCP Limited,1.15,solar,Dist Krishna,Andhra Pradesh,6-Jun-2013
14,M/s. Rithwik Projects Pvt Ltd,3.00,solar,Dist Ananthapuramu,Andhra Pradesh,5-Jul-2013
15,M/s. Sri City Power Pvt Ltd,3.00,solar,Dist Chittor,Andhra Pradesh,29-Oct-2013
16,M/s. Ravali Spinners Pvt Ltd,1.00,solar,Dist Godavari,Andhra Pradesh,5-Jan-2014
17,M/s. Timax Sands Pvt Ltd,1.00,solar,Dist Srikakulam,Andhra Pradesh,26-Mar-2014
