0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6570,MOTLEY WRENCHYARN(P)LTD.,0.25,palladam,Wind,31-Mar-2010
6571,SHARADHA TERRY PRODUCTS,0.60,palladam,Wind,31-Mar-2010
6572,THE KADIRI MILLS LTD.,0.60,palladam,Wind,31-Mar-2010
6573,THE KADIRI MILLS LTD.,0.60,palladam,Wind,31-Mar-2010
6574,Sri Kumaraguru Mill LTD,0.60,palladam,Wind,31-Mar-2010
6575,THE KADIRI MILLS LTD.,0.60,palladam,Wind,31-Mar-2010
6576,SELVAM TEXTILES,0.60,palladam,Wind,31-Mar-2010
6577,THE KADIRI MILLS LTD.,0.60,palladam,Wind,31-Mar-2010
6578,SHARADHA TERRY PRODUCTS,0.60,palladam,Wind,31-Mar-2010
6579,WHITE HOUSES,0.60,palladam,Wind,31-Mar-2010
