0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity (MW),Type,Location (District),State,Commissioned Date
283,J.S.K. Hotels Pvt. Ltd,0.50,Solar,Bikaner,Rajasthan,31-Mar-2018
284,Shivani Enclaves Pvt. Ltd,0.65,Solar,Bikaner,Rajasthan,31-Mar-2018
285,Pacific Industries Ltd,1.48,Solar,Bikaner,Rajasthan,31-Mar-2018
286,Jaies Star ContinentalHotels LLP,0.55,Solar,Bikaner,Rajasthan,31-Mar-2018
287,M/s. Arjun Green PowerrPvt. Ltd.,5.00,Solar,Jodhpur,Rajasthan,26-May-2018
288,Geetanjali University,1.03,Solar,Bikaner,Rajasthan,11-Aug-2018
289,SB Energy Three PvtLimited,30.00,Solar,Jodhpur,Rajasthan,18-Sep-2018
290,SB Energy One PvtLimited,100.00,Solar,Jodhpur,Rajasthan,21-Sep-2018
291,SB Energy One PvtLimited,100.00,Solar,Jodhpur,Rajasthan,24-Sep-2018
