0,1,2,3,4,5,6
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissioningDate
56,HUE GREEN ENERGY,2.00,Solar,,Madhya Pradesh,
57,EASTMAN INTERNATIONAL (3 MW),3.00,Solar,,Madhya Pradesh,
58,BANCO INFRASTRUCTURE Ujjain,2.40,Solar,,Madhya Pradesh,
59,MANAS POWER & INFRA KARODIA,1.00,Solar,,Madhya Pradesh,
60,CICAGO COMMODITIES,1.00,Solar,,Madhya Pradesh,
61,SUNRAYS ENERGY SYSTEMS P. LTD,0.63,Solar,,Madhya Pradesh,
62,PAHARIMATA COMMODITIES,0.50,Solar,,Madhya Pradesh,
63,HIMGIRI ENERGY VENTURE,5.00,Solar,,Madhya Pradesh,
64,EASTMAN INTERNATIONAL MAKDON  (10 MW),10.00,Solar,,Madhya Pradesh,
65,EASTMAN INTERNATIONAL_4MW_MAKDON,4.00,Solar,,Madhya Pradesh,
66,SEATTLE POWER SOLUTIONS PVT LTD (II)(XC562297),0.63,Solar,,Madhya Pradesh,
67,WINDSOR EXPORTS-II MAKDON,2.00,Solar,,Madhya Pradesh,
68,ASHA ANIL BAXI,0.85,Solar,,Madhya Pradesh,
69,ARIHANT SUNSCAN INDIA,1.00,Solar,,Madhya Pradesh,
70,THE KUTCH SALT & ALLIED IND. LTD.,2.00,Solar,,Madhya Pradesh,
71,FRIENDS IMPEX,1.00,Solar,,Madhya Pradesh,
72,PRADINI SOLAR,1.00,Solar,,Madhya Pradesh,
73,BANCO CONSTRUCTION P.L.1.5 MW (BANCO-II),1.50,Solar,,Madhya Pradesh,
74,EASTMAN INTERNATIONAL 4 MW TARANA(Y0319888),4.00,Solar,,Madhya Pradesh,
75,GAUTAM FREIGHT P. L.  5MW TARANA(XD502163),5.00,Solar,,Madhya Pradesh,
76,FLUIDCON ENGINEERS,2.00,Solar,,Madhya Pradesh,
77,WELSPUN (25MW) RATANGARH (NEEMUCH),25.00,Solar,,Madhya Pradesh,
