0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4790,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,4-Jun-2007
4791,SRI GANESHMURUGAN BLUE METALS,1.50,COIMBATORE(SOUTH),Wind,5-Jun-2007
4792,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,5-Jun-2007
4793,THE RAMCO CEMENTS LIMITED,1.65,Tirunelveli,Wind,5-Jun-2007
479S4,RI DHANALAKSHMI GREEN  ENERGY INDIA (P) L,D0.75,Tirunelveli,Wind,6-Jun-2007
4795,"SHINY GREEN ENERGY (P) LTD.,",0.75,Tirunelveli,Wind,6-Jun-2007
4796,Loyal Textile Mills Ltd.,1.50,Udumalpet,Wind,6-Jun-2007
4797,"MAPLE RENEWABLE POWER (P) LTD.,",1.50,Tirunelveli,Wind,8-Jun-2007
4798,"MAPLE RENEWABLE POWER (P) LTD.,",1.50,Tirunelveli,Wind,8-Jun-2007
4799,SRI KUPPANNA SPINNING MILLS PVT.LTD.,0.23,palladam,Wind,11-Jun-2007
