0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8130,"LUCKY YARNTEX INDIA (P) LTD.,",0.25,Tirunelveli,Wind,10-Sep-2011
8131,"LUCKY YARNTEX INDIA (P) LTD.,",0.25,Tirunelveli,Wind,10-Sep-2011
8132,Techno Electric and Engineering Co Ltd,1.50,palladam,Wind,10-Sep-2011
8133,Asian Wind Energy P Ltd,1.50,palladam,Wind,10-Sep-2011
8134,Vetal Textiles & Electronics Pvt. Ltd.,0.85,palladam,Wind,10-Sep-2011
8135,"LUCKY YARNTEX INDIA (P) LTD.,",0.25,Tirunelveli,Wind,12-Sep-2011
8136,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,12-Sep-2011
8137,"SHANTHI PROCESSING UNIT (P) LTD.,",0.25,Tirunelveli,Wind,13-Sep-2011
8138,"SHANTHI PROCESSING UNIT (P) LTD.,",0.25,Tirunelveli,Wind,13-Sep-2011
8139,Arun Textiles (P) Ltd,1.50,palladam,Wind,13-Sep-2011
