0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7320,"VINAYAGA SPINNING MILLS (P) LTD.,",0.60,Tirunelveli,Wind,11-Mar-2011
7321,"ENERGYSPIN (P) LTD.,",0.25,Tirunelveli,Wind,11-Mar-2011
7322,G.R.THANGA MALIGAI,1.50,Tirunelveli,Wind,11-Mar-2011
7323,"GREEN INFRA BTV LTD.,",5.60,Tirunelveli,Wind,11-Mar-2011
7324,"GREEN INFRA BTV LTD.,",1.60,Tirunelveli,Wind,11-Mar-2011
7325,"M/s.Grace Infrastructure (P) Ltd,",1.50,Theni,Wind,11-Mar-2011
7326,Archana Jewel Craft,0.25,palladam,Wind,14-Mar-2011
7327,"GREEN INFRA BTV LTD.,",0.80,Tirunelveli,Wind,15-Mar-2011
7328,"GREEN INFRA BTV LTD.,",1.60,Tirunelveli,Wind,15-Mar-2011
7329,"GREEN INFRA BTV LTD.,",0.80,Tirunelveli,Wind,15-Mar-2011
