0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Lalpur Wind Energy Limited,6.40,Wind,Dharwad,Karnataka,27-Nov-2013,
Green Infra Wind Power GenerationLimited,20.00,Wind,Belgaum,Karnataka,9-Jan-2014,
RNS Power Limited,5.60,Wind,Gadag,Karnataka,13-Mar-2014,
Maris Power Supply CompanyPrivate Limited,0.80,Wind,Gadag,Karnataka,29-Mar-2014,
Maris Power Supply CompanyPrivate Limited,3.20,Wind,Gadag,Karnataka,7-Apr-2014,
Greenergy Wind Corporation PrivateLimited,2.40,Wind,Gadag,Karnataka,22-Apr-2014,
R.B.Seth Shreeram Narasingdas,1.60,Wind,Gadag,Karnataka,22-Apr-2014,
Mytrah Vayu (Krishna) PrivateLimited,56.95,Wind,Vijayapura,Karnataka,29-Apr-2014,
Mangalore Energies Private Limited,15.00,Wind,Vijayapura,Karnataka,5-May-2014,
Greenergy Wind Corporation PrivateLimited,1.60,Wind,Gadag,Karnataka,7-May-2014,
R.B.Seth Shreeram Narasingdas,1.60,Gadag,Karnataka,7-May-2014,,
