0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4030,"P.S.P.FARMS (P) LTD.,",0.25,Tirunelveli,Wind,26-Jul-2006
4031,Prabhu Spinning Mills Pvt Ltd,1.65,Udumalpet,Wind,27-Jul-2006
4032,"ROOTS MULTICLEAN LTD.,",0.75,Tirunelveli,Wind,28-Jul-2006
4033,"VMD MILLS (P) LTD.,",0.75,Tirunelveli,Wind,31-Jul-2006
4034,RAMRAJ HANDLOOMS,0.75,Tirunelveli,Wind,31-Jul-2006
4035,MRF LIMITED,0.80,Tirunelveli,Wind,3-Aug-2006
4036,SHANTHI GEARS LTD,1.25,Tirunelveli,Wind,3-Aug-2006
4037,"OM SAKTHI WIND POWER (P) LTD.,",1.25,Tirunelveli,Wind,4-Aug-2006
4038,Adi Sankara Spinning Mills Pvt Ltd,0.75,Udumalpet,Wind,5-Aug-2006
4039,Sri Matha Spinning Mills Pvt Ltd,0.75,Udumalpet,Wind,5-Aug-2006
