0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
164,Bala Krishna Ind. Ltd.,3.75,Suzlon,Wind,Jaisalmer,29-Dec-2004
165,Shri Tirupati Enegy,0.35,Suzlon,Wind,Jaisalmer,29-Dec-2004
166,Khetan Tiles P. Ltd.,0.35,Suzlon,Wind,Jaisalmer,29-Dec-2004
167,J.B & Brothers,1.25,Suzlon,Wind,Jaisalmer,29-Dec-2004
168,Vivek Pharmachem,0.60,Enecon,Wind,Sikar,30-Dec-2004
169,Compucom Software,0.60,Enecon,Wind,Sikar,30-Dec-2004
170,Modular Power,0.60,Enecon,Wind,Sikar,30-Dec-2004
171,Signet Energy,0.60,Enecon,Wind,Sikar,30-Dec-2004
172,S.K. Warehousing,0.60,Enecon,Wind,Sikar,30-Dec-2004
173,Anjani Finance,0.60,Enecon,Wind,Sikar,30-Dec-2004
174,A Daga Royal arts,0.60,Enecon,Wind,Sikar,30-Dec-2004
175,Oswal Cables,0.60,Enecon,Wind,Sikar,30-Dec-2004
176,Indocot,0.60,Enecon,Wind,Sikar,30-Dec-2004
177,Agarwal CoalCorporation,1.20,Enecon,Wind,Sikar,30-Dec-2004
178,Ad-Manun Finance,0.60,Enecon,Wind,Sikar,30-Dec-2004
