0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8250,POTHYS,1.25,Tirunelveli,Wind,28-Sep-2011
8251,"CITRON ECO POWER (P) LTD.,",1.50,Tirunelveli,Wind,28-Sep-2011
8252,"HARIHARAN SPINNERS LTD.,",0.85,Tirunelveli,Wind,28-Sep-2011
8253,BELL TOWER ENTERPRISES LLP,0.75,Tirunelveli,Wind,28-Sep-2011
8254,BELL TOWER ENTERPRISES LLP,0.75,Tirunelveli,Wind,28-Sep-2011
8255,BELL TOWER ENTERPRISES LLP,0.75,Tirunelveli,Wind,28-Sep-2011
8256,"SANSAR GREEN ENERGY (P) LTD.,",0.25,Tirunelveli,Wind,28-Sep-2011
8257,Sunraja Oil Industries Pvt. Ltd.,0.85,palladam,Wind,28-Sep-2011
8258,Frost International Ltd,0.85,Tuticorin,Wind,29-Sep-2011
8259,Grace Infrastrucher Pvt Ltd,0.80,Tuticorin,Wind,29-Sep-2011
