0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Maris Power Supply CompanyLtd.,(FIZA)",5.25,Wind,Chitradurga,Karnataka,31-Mar-2005,
"Bellary Iron Works Pvt., Ltd.,(CWEL)",0.95,Wind,Chitradurga,Karnataka,31-Mar-2005,
S.Kumar (CWEL),0.95,Wind,Chitradurga,Karnataka,31-Mar-2005,
Savitha chemicals Ltd.(CWEL),1.90,Wind,Chitradurga,Karnataka,31-Mar-2005,
Bellad and Company (CWEL),0.95,Wind,Chitradurga,Karnataka,31-Mar-2005,
"Bhoruka Power Corporation Ltd.,(Vestas)",2.00,Wind,Chitradurga,Karnataka,31-Mar-2005,
"Bellary Iron Ores (P) Ltd.,",2.50,Wind,Chitradurga,Karnataka,31-Mar-2005,
MKAgrotech,1.20,Wind,Chitradurga,Karnataka,31-Mar-2005,
"Peenya Power Company (P) Ltd.,",0.50,Wind,Chitradurga,Karnataka,31-Mar-2005,
Shanmuga Compacts (FIZA),0.75,Wind,Chitradurga,Karnataka,31-Mar-2005,
"Peenya Power Company (P) Ltd.,",0.50,Chitradurga,Karnataka,4-Apr-2005,,
