0,1,2,3,4,5,6
Details of Commissioned Wind power projects in Karnatka,,,,,,
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Kirloskar Electric Company Ltd,2.00,Wind,Belgaum,Karnataka,1-Jan-1900,
Victory Glass And Industries LTD.,1.35,Wind,Gadag,Karnataka,28-Mar-1996,
Karnakaka Power Corporation Ltd,2.02,Wind,Gadag,Karnataka,3-Oct-1996,
R P G Telecom Ltd.,1.92,Wind,Koppal,Karnataka,27-Mar-1997,
Victory Glass And Industries Ltd,0.45,Wind,Gadag,Karnataka,28-Sep-1997,
Jindal Aluminium Ltd,2.30,Wind,Chitradurga,Karnataka,28-Sep-1997,
Jindal Aluminium Ltd,1.84,Wind,Chitradurga,Karnataka,9-Jan-1998,
ICICI Bank  Ltd,3.00,Wind,Belgaum,Karnataka,31-Mar-1998,
Indo Wind Energy Ltd,1.80,Wind,Gadag,Karnataka,31-Mar-1998,
Indo Wind Energy Ltd,0.25,Wind,Gadag,Karnataka,31-Mar-1998,
