0,1,2,3,4,5,6
,List of Commissione Solar Power Projects in Andhra Pradesh,,,,,
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location (District),State,Date ofCommissioning
1,M/s. Sri Power Generation Ltd,2.00,solar,Dist Chittor,Andhra Pradesh,1-Feb-2011
2,M/s. Sri Power Generation Ltd,1.00,solar,Dist Ananthapuramu,Andhra Pradesh,14-Jan-2012
3,M/S. Amrit Jal Ventures Pvt Ltd,1.00,solar,Dist Ananthapuramu,Andhra Pradesh,7-Mar-2012
4,M/s. Kishore Electro Infra Pvt Ltd,1.00,solar,Dist Guntur,Andhra Pradesh,13-Mar-2012
5,M/s. Gajanan Financial Services PvtLtd,1.00,solar,Dist Kurnool,Andhra Pradesh,14-Mar-2012
6,M/s. Andhra Pradesh IndustriesInfrastructure Corporation Ltd,1.00,solar,Dist Ananthapuramu,Andhra Pradesh,15-Mar-2012
7,M/s. Saisudhir Energy Ltd,5.00,solar,Dist Ananthapuramu,Andhra Pradesh,5-Jan-2012
8,M/s. Welspun Solar Pvt Ltd,5.00,solar,Dist Kadapa,Andhra Pradesh,31-Dec-2011
