0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2050,"FAIRDEAL SUPPLIES  LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2051,"NATESAN SYNCHROCONES (P) LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2052,"RS GREEN ENERGY.,",0.50,Tirunelveli,Wind,30-Sep-2004
2053,"R.G.SPINNING MILLS LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2054,"DEVENTHIRA SPINNERS (P) LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2055,"ELNET TECHNOLOGIES LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2056,"FAIR DEAL SUPPLIES   LTD.,",0.50,Tirunelveli,Wind,30-Sep-2004
2057,Surya Blue Metal,0.23,Tirunelveli,Wind,30-Sep-2004
2058,SHRI BALAJI STEEL INDUSTRIES,0.23,Tirunelveli,Wind,30-Sep-2004
2059,"VISHWAKARMA DEVELOPERS (P) LTD.,",0.23,Tirunelveli,Wind,30-Sep-2004
