0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5890,COIMBATORE PIONEER FERTILIZERS LTD,0.60,palladam,Wind,1-Aug-2009
5891,"BINAGURI TEA COMPANY PVT LTD.,",1.50,Tirunelveli,Wind,6-Aug-2009
5892,"AAA INDUSTRIES PVT LTD.,",0.23,Tirunelveli,Wind,6-Aug-2009
5893,"AAA INDUSTRIES PVT LTD.,",0.23,Tirunelveli,Wind,6-Aug-2009
5894,Maris Power Trading Company LLP,1.65,Udumalpet,Wind,6-Aug-2009
5895,"AAA INTERNATIONAL CAPITAL PVT LTD.,",0.23,Tirunelveli,Wind,6-Aug-2009
5896,"AAA INTERNATIONAL CAPITAL PVT LTD.,",0.23,Tirunelveli,Wind,6-Aug-2009
5897,RELIANCE ENTERPRISES & VENTURES PVT LTD,0.23,Tirunelveli,Wind,6-Aug-2009
5898,RELIANCE ENTERPRISES & VENTURES PVT LTD,0.23,Tirunelveli,Wind,6-Aug-2009
5899,"AVON CYCLES LTD.,",0.60,Tirunelveli,Wind,6-Aug-2009
