0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2790,Velmurugan Energy Farm (P) Ltd,0.23,palladam,Wind,9-Jun-2005
2791,S.S.K.TEXTILES,0.25,palladam,Wind,12-Jun-2005
2792,"DAILY FRESH FRUITS INDIA (P) LTD.,",0.75,Tirunelveli,Wind,14-Jun-2005
2793,"MEHALA CORONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,16-Jun-2005
2794,"MEHALA CORONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,16-Jun-2005
2795,"MEHALA CORONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,16-Jun-2005
2796,"MEHALA CORONA TEXTILES (P) LTD.,",0.50,Tirunelveli,Wind,16-Jun-2005
2797,Sri Navamani Wind Farms,0.23,palladam,Wind,16-Jun-2005
2798,Venbro polymers,0.25,palladam,Wind,17-Jun-2005
2799,VENBRO POLYMERS,0.25,palladam,Wind,17-Jun-2005
