0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6000,DORADO Energy Pvt Ltd,1.25,COIMBATORE(SOUTH),Wind,26-Sep-2009
6001,M/S IRIS Eco power Venture Pvt Ltd,1.65,Theni,Wind,26-Sep-2009
6002,M/S Ushdev International Ltd,1.65,Theni,Wind,26-Sep-2009
6003,M/S Ushdev International Ltd,1.65,Theni,Wind,26-Sep-2009
6004,M/S Ushdev International Ltd,1.65,Theni,Wind,26-Sep-2009
6005,/s SREE RAYALASEEMA HI-STRENGTH HYPO LT,1.65,Theni,Wind,26-Sep-2009
6006,M/S Ushdev International Ltd,1.65,Theni,Wind,26-Sep-2009
6007,"M/S. Sri Vari Paper and Boards,",1.65,Theni,Wind,26-Sep-2009
6008,"M/S Pallava Textile P Ltd,",1.65,Theni,Wind,26-Sep-2009
6009,M/S Ushdev International Ltd,1.65,Theni,Wind,26-Sep-2009
