0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
P.Venganna Setty & Bros-Ph-2,1.25,Wind,Davangere,Karnataka,31-Mar-2009,
Sargam Retails (P) Ltd - Ph-2,7.50,Wind,Davangere,Karnataka,31-Mar-2009,
ICSA-Ph-1 & Ph-2,3.00,Wind,Davangere,Karnataka,31-Mar-2009,
D J Malpani,3.00,Wind,Davangere,Karnataka,31-Mar-2009,
Eastman International,3.00,Wind,Hassan,Karnataka,31-Mar-2009,
Avon Cycles Ltd,1.50,Wind,Hassan,Karnataka,31-Mar-2009,
BVSR Energy Systems-Ph-1 & Ph-2,3.00,Wind,Hassan,Karnataka,31-Mar-2009,
Sree Minerals,1.50,Wind,Hassan,Karnataka,31-Mar-2009,
Shree krishna minerals,3.00,Wind,Koppal,Karnataka,31-Mar-2009,
Dr. V V Subba Reddy,0.25,Wind,Gadag,Karnataka,31-Mar-2009,
Chandama  Farm & HorticultureResearch Centre (P) Ltd,0.25,Wind,Gadag,Karnataka,31-Mar-2009,
