0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6720,Mefco Engineers (P) Ltd,0.25,palladam,Wind,9-Jul-2010
6721,TIRUPPUR COTTON COMPANY,0.25,COIMBATORE(SOUTH),Wind,12-Jul-2010
6722,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.60,Tirunelveli,Wind,12-Jul-2010
6723,"K.U.INDUSTRIES (P) LTD.,",0.25,Tirunelveli,Wind,13-Jul-2010
6724,Nagamalai Textiles India Pvt. Ltd.,0.25,palladam,Wind,13-Jul-2010
6725,Nagamalai Textiles India Pvt. Ltd.,0.25,palladam,Wind,13-Jul-2010
6726,Wild Wind Renewable (P) Ltd,0.25,palladam,Wind,13-Jul-2010
6727,AIR STREAM,0.80,Tirunelveli,Wind,14-Jul-2010
6728,PREMIER WIND FARMS,1.50,Tirunelveli,Wind,14-Jul-2010
6729,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.60,Tirunelveli,Wind,14-Jul-2010
