0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6670,Orbit Textile Mills P Ltd,0.25,palladam,Wind,18-Jun-2010
6671,Orbit Textile Mills P Ltd,0.25,palladam,Wind,18-Jun-2010
6672,Orbit Textile Mills P Ltd,0.25,palladam,Wind,18-Jun-2010
6673,Orbit Textile Mills P Ltd,0.25,palladam,Wind,18-Jun-2010
6674,Orbit Textile Mills P Ltd,0.25,palladam,Wind,18-Jun-2010
6675,Sivasakthi Hatcheries & Farms,0.25,palladam,Wind,18-Jun-2010
6676,"CARBONAIRE INDUSTRIES (MADRAS) (P) LTD.,",0.25,Tirunelveli,Wind,22-Jun-2010
6677,"SOUTHERN SCRIBE INSTRUMENTS (P) LTD.,",1.50,Tirunelveli,Wind,22-Jun-2010
6678,"JAI HIND WIRE ROD MILLS LTD.,",0.25,Tirunelveli,Wind,22-Jun-2010
6679,"JAI HIND WIRE ROD MILLS LTD.,",0.25,Tirunelveli,Wind,22-Jun-2010
