0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7440,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7441,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7442,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7443,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7444,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7445,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7446,"LOTUS CLEAN POWER VENTURE (P) LTD.,",2.10,Tirunelveli,Wind,27-Mar-2011
7447,"M/s.Premier Cotton Textiles,",1.50,Theni,Wind,27-Mar-2011
7448,M/s.Poysha power Generation Pvt Ltd,1.50,Theni,Wind,27-Mar-2011
7449,Krishna Wind Power,0.25,palladam,Wind,27-Mar-2011
