0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
590,Kksk Green Power Associates (P) Ltd,0.90,Udumalpet,Wind,25-Mar-1996
591,CAPE POWER PRIVATE LTD,0.25,Kanyakumari,Wind,25-Mar-1996
592,Kovilpatti Lakshmi Roller Flour Mills Limited,0.25,Kanyakumari,Wind,25-Mar-1996
593,Shiva Texyarn Limited,0.92,Udumalpet,Wind,25-Mar-1996
594,Shiva Texyarn Limited,0.23,Udumalpet,Wind,26-Mar-1996
595,Shiva Texyarn Limited,0.23,Udumalpet,Wind,26-Mar-1996
596,Bannari Amman Food Products Ltd.,0.23,Udumalpet,Wind,26-Mar-1996
597,POONGADI TEXTILE MILLS,0.40,COIMBATORE(SOUTH),Wind,26-Mar-1996
598,"SUNDARAM INDUSTRIES LTD.,",0.23,Tirunelveli,Wind,26-Mar-1996
599,"PALLAVA SPINNING MILLS PVT LTD.,",2.03,Tirunelveli,Wind,26-Mar-1996
