0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Shreyalakshmi and properties,0.60,Wind,Chitradurga,Karnataka,27-Mar-2004,
CEPCO Industries Pvt. Ltd.,1.20,Wind,Chitradurga,Karnataka,29-Mar-2004,
MSPL Ltd.,3.75,Wind,Chitradurga,Karnataka,31-Mar-2004,
Prime Labels (P) Limited,0.64,Wind,Chitradurga,Karnataka,31-Mar-2004,
Suresh Productions(FIZA),0.75,Wind,Chitradurga,Karnataka,31-Mar-2004,
MSPL-3(NEG),3.80,Wind,Chitradurga,Karnataka,31-Mar-2004,
MSPL-7 (NEG),2.85,Wind,Chitradurga,Karnataka,31-Mar-2004,
MSPL-6 (NEG),3.80,Wind,Chitradurga,Karnataka,31-Mar-2004,
MSPL,2.50,Wind,Chitradurga,Karnataka,10-Apr-2004,
MSPL-5 (FIZA),2.25,Wind,Chitradurga,Karnataka,16-Apr-2004,
MSPL-4,1.50,Wind,Chitradurga,Karnataka,16-Apr-2004,
