0,1,2,3,4,5,6
,List of Commissioned Wind Power Project in Andhra Pradesh,,,,,
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location,State,Date ofCommissioning
1,The Andhra Sugars Limited,2.03,Wind,Ananthapuramu,Andhra Pradesh,30-Sep-1994
2,A.P. GENCO Wind Farm,2.00,Wind,Ananthapuramu,Andhra Pradesh,1-Nov-1994
3,Deccan Cements Ltd,0.90,Wind,Ananthapuramu,Andhra Pradesh,26-Feb-1995
4,ITW Signode Limited,1.00,Wind,Ananthapuramu,Andhra Pradesh,25-May-1995
5,Navabharat Industrial Linings &Equipment Limited,2.00,Wind,Ananthapuramu,Andhra Pradesh,30-Aug-1995
6,Bharat Heavy Electricals Ltd,3.00,Wind,Ananthapuramu,Andhra Pradesh,13-Sep-1995
7,Renewable Energy System Ltd,3.00,Wind,Ananthapuramu,Andhra Pradesh,26-Sep-1995
8,Deccan Cements Ltd,0.68,Wind,Ananthapuramu,Andhra Pradesh,30-Sep-1995
9,Nagarjuna  Construction Co.Ltd,3.00,Wind,Ananthapuramu,Andhra Pradesh,30-Sep-1995
10,A.P.S Road TransportCorporation Ltd,5.00,Wind,Ananthapuramu,Andhra Pradesh,30-Sep-1995
