0,1,2,3,4,5,6
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissioningDate
159,ALFA INFRAPROP PVT LTD. (20MW) KUKSHI,20.00,Solar,,Madhya Pradesh,
160,WELSPUN (105MW) RATANGARH (NEEMUCH),105.00,Solar,,Madhya Pradesh,
161,"NTPC LIMITED, RAJGARH            (PROJECTUNDER JNSM)",50.00,Solar,,Madhya Pradesh,
162,SEIL VOLTA AND SITARA,50.00,Solar,,Madhya Pradesh,
163,MADE EASY EDUCATION P LTD,10.00,Solar,,Madhya Pradesh,
164,"EASTMAN INTERNATIONAL,4MW,GANJBASODA",4.00,Solar,,Madhya Pradesh,
165,SIMCON,1.00,Solar,,Madhya Pradesh,
166,Ramesh_Steels_Pachama_Ganj_Basoda,4.00,Solar,,Madhya Pradesh,
167,RAJKOT(GUJRAT) SOLAR ENERGY P. LTD.,43.00,Solar,,Madhya Pradesh,
168,MANDSAUR SOLAR PV POWER PROJECT (NTPCLTD.),250.00,Solar,,Madhya Pradesh,
169,SKY POWER SOLAR INDIA PVT LTD,50.00,Solar,,Madhya Pradesh,
170,RENEW  CLEAN ENERGY P L 51 MW,51.00,Solar,,Madhya Pradesh,
171,BHARAT ELECTRONICS LTD OFI,10.00,Solar,,Madhya Pradesh,
172,FOCAL ENERGY SOLAR ONE INDIA PVT LTD.(SECI),20.00,Solar,,Madhya Pradesh,
173,MALWA SOLAR POWER GENERATION PVT LTD(IL & FS),40.00,Solar,,Madhya Pradesh,
174,FOCAL RENEWABLE ENERGY TWO INDIA PVT.LTD.,10.00,Solar,,Madhya Pradesh,
175,M/s WAANEEP Solar Pvt. Ltd,50.00,Solar,,Madhya Pradesh,
176,BIRLA CORPORATION LTD. UNIT SATNACEMENT WORKS,1.50,Solar,,Madhya Pradesh,
177,ARINSUN CLEAN ENERGY PVT LTD UNIT-3 RUMSREWA,250.00,Solar,,Madhya Pradesh,
