0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2710,Shiva Mills Limited,0.68,COIMBATORE(SOUTH),Wind,25-Apr-2005
2711,SHIVA MILLS LTD,0.68,COIMBATORE(SOUTH),Wind,25-Apr-2005
2712,"SRI KARPAGAM MILLS INDIA (P) LTD.,",0.50,Tirunelveli,Wind,25-Apr-2005
2713,"SRI KARPAGAM MILLS INDIA (P) LTD.,",0.50,Tirunelveli,Wind,25-Apr-2005
2714,R.Uma Maheswari,0.75,Udumalpet,Wind,28-Apr-2005
2715,J.Jayalakshmi,0.75,Udumalpet,Wind,28-Apr-2005
2716,K.Indira,0.75,Udumalpet,Wind,28-Apr-2005
2717,S.Gowthami,0.75,Udumalpet,Wind,28-Apr-2005
2718,Smt.S.Veena Abirami,0.75,Udumalpet,Wind,28-Apr-2005
2719,Sky Cotex India P Ltd,0.75,Udumalpet,Wind,29-Apr-2005
