0,1,2,3,4,5,6
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
854,Oil India Limited,16.00,Inox,Wind,Jaisalmer,13-Feb-2013
855,CLP Wind Farms (india)Private limited,9.60,Enercon,Wind,Jaisalmer,21-Feb-2013
856,Oil I ndia Ltd.,16.00,Inox,Wind,Jaisalmer,16-Mar-2013
857,Oil I ndia Ltd.,12.00,Inox,Wind,Jaisalmer,29-Mar-2013
858,Oil I ndia Ltd.,10.00,Inox,Wind,Jaisalmer,30-Mar-2013
859,Inox Renewables(Jaisalmer) Ltd.,12.00,Inox,Wind,Jaisalmer,14-Mar-2013
860,Inox Renewables(Jaisalmer) Ltd.,4.00,Inox,Wind,Jaisalmer,25-Mar-2013
861,Inox Renewables(Jaisalmer) Ltd.,4.00,Inox,Wind,Jaisalmer,30-Mar-2013
862,Inox Renewables Ltd.,4.00,Inox,Wind,Jaisalmer,14-Mar-2013
863,Inox Renewables Ltd.,4.00,Inox,Wind,Jaisalmer,25-Mar-2013
864,Inox Renewables Ltd.,8.00,Inox,Wind,Jaisalmer,30-Mar-2013
865,Welspun Solar RajasthanPvt. Ltd.,10.00,Inox,Wind,Jaisalmer,29-Mar-2013
866,Welspun Solar RajasthanPvt. Ltd.,10.00,Inox,Wind,Jaisalmer,31-Mar-2013
867,Surya Vidyut Ltd,10.00,Inox,Wind,Jaisalmer,23-Mar-2013
868,BSL Ltd.,2.00,Inox,Wind,Jaisalmer,30-Mar-2013
