0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
9480,KM UNIVERSAL MARKETING COMPANY INDIA P,0.75,Tirunelveli,Wind,29-Mar-2018
9481,"EDHAYAM FROZEN FOODS PVT.LTD.,",0.75,Tirunelveli,Wind,29-Mar-2018
9482,M/S SANTHANALAKSHMI SPINERS P LTD,0.75,Tirunelveli,Wind,29-Mar-2018
9483,M/S SRI SANTHANALAKSHMI SPINNERS P LTD,0.75,Tirunelveli,Wind,29-Mar-2018
9484,KARUR SRI RAMA WIND ENERGY P LTD,2.10,Tirunelveli,Wind,29-Mar-2018
9485,M/S ARVIND GREEN INFRA P LTD,2.10,Tirunelveli,Wind,29-Mar-2018
9486,M/S MOTHI SPINNER P LTD,2.10,Tirunelveli,Wind,29-Mar-2018
9487,M/S ANIRUTH GREEN INDIA P LTD,2.10,Tirunelveli,Wind,29-Mar-2018
9488,M/S VK TEXTILES INDUSTRIES,2.10,Tirunelveli,Wind,29-Mar-2018
9489,AMARJOTHI SPINNING MILLS LTD,2.00,Tuticorin,Wind,29-Mar-2018
