0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
"Enercon Wind Farms (Chitradurga)Ltd.,",4.80,Wind,Chitradurga,Karnataka,6-May-2006,
Hutti Gold Mines Company Ltd,4.80,Wind,Chitradurga,Karnataka,12-Jun-2006,
Indan Energy Pvt. Ltd,0.95,Wind,Chitradurga,Karnataka,4-Aug-2006,
"VSL Mining Company (P) Ltd.,",3.75,Wind,Gadag,Karnataka,10-Aug-2006,
VS Lad & Sons,3.75,Wind,Gadag,Karnataka,10-Aug-2006,
"VSL Mining Projects (P) Ltd.,",2.50,Wind,Gadag,Karnataka,10-Aug-2006,
BSK Trading Inc,1.25,Wind,Gadag,Karnataka,10-Aug-2006,
"Enercon Windfarms (Krishna) Ltd.,",2.40,Wind,Gadag,Karnataka,19-Aug-2006,
"VSL Mining Company (P) Ltd.,",1.25,Wind,Gadag,Karnataka,30-Aug-2006,
E Ramamurthy,1.25,Wind,Gadag,Karnataka,23-Sep-2006,
Suresh Kumar Sharma (HUF),1.25,Wind,Gadag,Karnataka,23-Sep-2006,
