0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6450,Sri Marutii Renewables (India) P Ltd,0.23,Udumalpet,Wind,31-Mar-2010
6451,Sri Marutii Renewables (India) P Ltd,0.23,Udumalpet,Wind,31-Mar-2010
6452,DR S RUKMANGADHAN,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
6453,SURABI FEEDING FARM,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
6454,Dhanavarshini Exports Pvt Ltd,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
6455,KARTHIKAI TEXTILE MILLS,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
6456,GUPTA HAIR PRODUCTS,0.60,COIMBATORE(SOUTH),Wind,31-Mar-2010
6457,SUNBEAM GENERATORS,0.60,COIMBATORE(SOUTH),Wind,31-Mar-2010
6458,K.P.L OIL MILL,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
6459,M.R COLOUR LAB,0.25,COIMBATORE(SOUTH),Wind,31-Mar-2010
