0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Renew Wind Energy (Warkerwadi)Private Limited,18.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Renew Wind Energy (Warkerwadi)Private Limited,22.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Ananthara Enterprises PrivateLimited,2.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Protectron Electro mech (P) Limited,2.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Sai Pet Performs,2.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Vivek Agro Foods,2.00,Wind,Vijayapura,Karnataka,8-Mar-2018,
Ostro Dakshin Power PrivateLimited,48.00,Wind,Koppal,Karnataka,17-Mar-2018,
Sanchore Renewable PrivateLimited,40.00,Wind,Belgaum,Karnataka,19-Mar-2018,
Bidwal Renewable Private Limited,50.00,Wind,Raichur,Karnataka,26-Mar-2018,
Pugalur Renewable Private Limited,60.00,Wind,Raichur,Karnataka,27-Mar-2018,
Jodhpur Wind Farms PrivateLimited,60.00,Kalaburagi,Karnataka,28-Mar-2018,,
