0,1,2,3,4,5,6
,List of Commissioned  Biomass Power Projects in Andhra Pradesh,,,,,
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location(District),State,Date of Commissioning
1,Gowthami Solvent Oil Ltd,2.75,Bio-mass,West Godavari,Andhra Pradesh,31-Mar-1996
2,HCL Agro Power Ltd,6.00,Bio-mass,Krishna,Andhra Pradesh,24-Oct-2000
3,Jyothi Bio Energy Ltd,4.50,Bio-mass,Nellore,Andhra Pradesh,17-Nov-2000
4,Jocil Limited,6.00,Bio-mass,Guntur,Andhra Pradesh,23-Mar-2001
5,Vamshi Industries Ltd,4.00,Bio-mass,East Godavari,Andhra Pradesh,20-Apr-2001
6,Matix Power Pvt Ltd,4.50,Bio-mass,Guntur,Andhra Pradesh,8-Aug-2001
7,Roshni Power TechLtd,6.00,Bio-mass,Krishna,Andhra Pradesh,30-Aug-2001
8,SLS Power Ltd,6.00,Bio-mass,Kurnool,Andhra Pradesh,30-Aug-2001
9,Satyakala Power ProjectsPvt Ltd,4.00,Bio-mass,Krishna,Andhra Pradesh,2-Nov-2001
10,Varma Power Projects Pvt Ltd,6.00,Bio-mass,Srikakuiam,Andhra Pradesh,1-Dec-2001
11,Vijaya Agro Products Pvt Ltd,4.00,Bio-mass,Krishna,Andhra Pradesh,24-Dec-2001
12,Sudha Agro Oil & Chemicals IndustriesLtd,4.00,Bio-mass,East Godavari,Andhra Pradesh,27-Dec-2001
13,Rayalaseema Green Energy Ltd,5.50,Bio-mass,Krishna,Andhra Pradesh,14-Feb-2002
