0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7110,"WIND URJA INDIA (P) LTD.,",0.80,Tirunelveli,Wind,30-Sep-2010
7111,"RIDDHI SIDDHI GLUCO BIOLS LTD.,",0.75,Tirunelveli,Wind,30-Sep-2010
7112,"RIDDHI SIDDHI GLUCO BIOLS LTD.,",0.75,Tirunelveli,Wind,30-Sep-2010
7113,"RIDDHI SIDDHI GLUCO BIOLS LTD.,",0.75,Tirunelveli,Wind,30-Sep-2010
7114,"RIDDHI SIDDHI GLUCO BIOLS LTD.,",0.75,Tirunelveli,Wind,30-Sep-2010
7115,"KHIVRAJ MOTORS (P) LTD.,",0.60,Tirunelveli,Wind,30-Sep-2010
7116,"KHIVRAJ MOTORS (P) LTD.,",0.60,Tirunelveli,Wind,30-Sep-2010
7117,"WIND URJA INDIA (P) LTD.,",0.80,Tirunelveli,Wind,30-Sep-2010
7118,"WIND URJA INDIA (P) LTD.,",0.80,Tirunelveli,Wind,30-Sep-2010
7119,"MOTHI SPINNER PVT.LTD.,",0.60,Tirunelveli,Wind,30-Sep-2010
