0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
BSES  Limited,1.80,Wind,Chitradurga,Karnataka,20-Jun-2003,
Savitha Chemicals Ltd. (NEG),3.80,Wind,Chitradurga,Karnataka,1-Jul-2003,
Nuziveedu Seeds Ltd,4.75,Wind,Davangere,Karnataka,28-Jul-2003,
Panama Credit & Capital Pvt. Ltd.,0.60,Wind,Chitradurga,Karnataka,5-Aug-2003,
Balasaheb M. Ladkat,0.60,Wind,Chitradurga,Karnataka,5-Aug-2003,
Shilpa Medicare Limited,0.60,Wind,Chitradurga,Karnataka,5-Aug-2003,
"Enercon Windfarms (India) Ltd.,",13.80,Wind,Chitradurga,Karnataka,26-Aug-2003,
Karnataka Renewable EnergyDevelopment Ltd,2.00,Wind,Belgaum,Karnataka,30-Aug-2003,
Pallavi Green Power (FIZA),0.75,Wind,Chitradurga,Karnataka,31-Aug-2003,
"Nuzveedu Seeds Limited,",1.90,Wind,Davangere,Karnataka,31-Aug-2003,
Ramgad Mineral and mining Pvt. Ltd1  (NEG),1.90,Wind,Chitradurga,Karnataka,30-Sep-2003,
