0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7510,Best Renewable Energy,0.60,Udumalpet,Wind,30-Mar-2011
7511,Karphagham Tex Wind Farm LLP,0.60,Udumalpet,Wind,30-Mar-2011
7512,"SHRI LALMAHAL LTD.,",1.00,Tirunelveli,Wind,30-Mar-2011
7513,"PRABHU TEXTILES.,",0.23,Tirunelveli,Wind,30-Mar-2011
7514,"SREE KAILAII SPINNERS (P) LTD.,",0.23,Tirunelveli,Wind,30-Mar-2011
7515,"SREE KAILAII SPINNERS (P) LTD.,",0.23,Tirunelveli,Wind,30-Mar-2011
7516,VISWANATH WIND FARM (P) LTD,0.23,Tirunelveli,Wind,30-Mar-2011
7517,"VISWANATH WIND FARM (P) LTD.,",0.23,Tirunelveli,Wind,30-Mar-2011
7518,ANNAI CONSTRUCTIONS,0.80,Tirunelveli,Wind,30-Mar-2011
7519,"SEYADU BEEDI COMPANY.,",0.85,Tirunelveli,Wind,30-Mar-2011
