0,1,2,3,4,5,6
List of Commissioned Solar Power Projects in Daman & Diu,,,,,,
S.NO,NAME OF PLANT,INSTALLEDCAPACITY(MW),TYPE,LOCATION,STATE,DATE OFCOMMISSIONING
1,1 MW Magarwada Daman,1.00,Solar,DAMAN,Daman & Diu,1-Aug-2015
2,3 MW Fudum Diu,3.00,Solar,DIU,Daman & Diu,4-Oct-2015
3,6 MW Fudum Diu,6.00,Solar,DIU,Daman & Diu,6-Jul-2016
4,"Electricity Department,Daman",2.06,Solar,DAMAN,Daman & Diu,
5,"Electricity Department,Daman",2.29,Solar,DIU,Daman & Diu,
6,"Electricity Department,Daman",2.05,Solar,DAMAN,Daman & Diu,
7,"Electricity Department,Daman",0.19,Solar,DAMAN & DIU,Daman & Diu,
8,"Electricity Department,Daman",0.15,Solar,DAMAN,Daman & Diu,
,Total,16.74,,,,
