0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
7210,"ARRAY LAND DEVELOPERS (P) LTD.,",2.10,Tirunelveli,Wind,23-Oct-2010
7211,"ARRAY LAND DEVELOPERS (P) LTD.,",2.10,Tirunelveli,Wind,23-Oct-2010
7212,"ARRAY LAND DEVELOPERS (P) LTD.,",2.10,Tirunelveli,Wind,23-Oct-2010
7213,"ARRAY LAND DEVELOPERS (P) LTD.,",2.10,Tirunelveli,Wind,26-Oct-2010
7214,Karur K.C.P.Packagings Ltd,2.00,Udumalpet,Wind,27-Oct-2010
7215,"ARRAY LAND DEVELOPERS (P) LTD.,",2.10,Tirunelveli,Wind,27-Oct-2010
7216,SULOCHANA COTTON SPINNING MILLS PVT LTD,0.60,palladam,Wind,28-Oct-2010
7217,NUPOWER WIND FARMS LTD,1.50,Theni,Wind,29-Oct-2010
7218,"M/s. Fulchand Exports,",1.50,Theni,Wind,15-Nov-2010
7219,M/s Maharishi builders,1.00,Tirunelveli,Wind,7-Dec-2010
