0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6640,SELVA GANAPATHY TEXTILES,0.25,Tirunelveli,Wind,24-May-2010
6641,Shiva Texyarn Ltd,1.65,Udumalpet,Wind,25-May-2010
6642,Bannari Amman Spinning Mills Ltd,1.65,Udumalpet,Wind,25-May-2010
6643,"K.Ramakrishnan Clean Energy (P) Ltd,",1.50,palladam,Wind,26-May-2010
6644,RASI g Energy (P) Ltd,1.50,palladam,Wind,27-May-2010
6645,"SHRI DHANALAKSHMI SPINNTEX (P) LTD.,",0.60,Tirunelveli,Wind,28-May-2010
6646,TCP,0.60,palladam,Wind,28-May-2010
6647,TCP,0.60,palladam,Wind,28-May-2010
6648,TCP,0.60,palladam,Wind,28-May-2010
6649,K.S.R Textile Mills (P) Ltd,0.80,palladam,Wind,29-May-2010
