0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1710,SHANTHI FEEDS PVT.LTD.,1.25,palladam,Wind,31-Mar-2004
1S7R1I1,AMCO SPINNERS (A Division of Ramco Industrie,Ltd)1.25,palladam,Wind,31-Mar-2004
1712,V.THANGAVEL & SONS PVT LTD,0.35,palladam,Wind,31-Mar-2004
1713,SCOTTS GARMENTS LTD,0.70,palladam,Wind,31-Mar-2004
1714,M.M.FORGINGS LTD.,1.25,palladam,Wind,31-Mar-2004
1715,VELATHAL SPINNING MILLS (p)LTD,1.25,palladam,Wind,31-Mar-2004
1716,M.M.FORGINGS LTD.,1.25,palladam,Wind,31-Mar-2004
1717,Anand Textiles,1.25,palladam,Wind,31-Mar-2004
1718,Adwaith Textiles LTD,1.25,palladam,Wind,31-Mar-2004
1719,SIVAA  BLUE METALS,0.75,Tirunelveli,Wind,2-Apr-2004
