0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity (MW),Type,Location (District),State,Commissioned Date
8,AES Solar Ltd.,5.00,Solar,Jodhpur,Rajasthan,15-Oct-2011
9,Astonfield Solar(Rajasthan) P. Ltd.,5.00,Solar,Jodhpur,Rajasthan,15-Oct-2011
10,Moserbaer PhotovoltaicLtd,5.00,Solar,Jodhpur,Rajasthan,20-Nov-2011
11,Asian Aero-Edu AviationPvt. Ltd.,1.00,Solar,Jaisalmer,Rajasthan,2-Dec-2011
12,Azure Power(Rajasthan)Pvt. Ltd.,5.00,Solar,Nagaur,Rajasthan,1-Jan-2012
13,SEI Solar Energy Pvt.Limited,5.00,Solar,Jodhpur,Rajasthan,1-Jan-2012
14,Mahindra Solar One Pvt.Ltd.,5.00,Solar,Jodhpur,Rajasthan,3-Jan-2012
15,Viraj Renewable EnergyPvt Ltd,5.00,Solar,Jodhpur,Rajasthan,5-Jan-2012
16,AEW Infratech Pvt. Ltd.,1.00,Solar,Bikaner,Rajasthan,5-Jan-2012
17,Maharashtra SeamlessLimited,5.00,Solar,Jaisalmer,Rajasthan,7-Jan-2012
