0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4070,Eorde Sri Palani Murugan Spinning Mills (P) Ltd,0.25,palladam,Wind,29-Aug-2006
4071,AMMAN SPINTEX,0.45,Tirunelveli,Wind,30-Aug-2006
4072,"SHRI GOVINDARAJA MILLS LTD.,",1.65,Tirunelveli,Wind,31-Aug-2006
4073,SIVA SAKTHI POLYMERS,0.25,palladam,Wind,31-Aug-2006
4074,HI-TECH ARAI PVT.LTD.,0.60,palladam,Wind,4-Sep-2006
4075,HI-TECH ARAI PVT.LTD.,0.60,palladam,Wind,4-Sep-2006
4076,"PMP IRON AND STEELS (INDIA) LTD.,",0.35,Tirunelveli,Wind,5-Sep-2006
4077,PONKUMARI WIND FARM,0.35,Tirunelveli,Wind,5-Sep-2006
4078,M/s Intech Systems Chennai Pvt Ltd,0.50,Tirunelveli,Wind,7-Sep-2006
4079,SHANTHI PRECISION INSTUMENTS IND.P.L,0.23,palladam,Wind,10-Sep-2006
