0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
CLP Wind Farms (India) Pvt Ltd,13.20,Wind,Davangere,Karnataka,21-Jan-2011,
KRBL Limited  (KAL-19),1.50,Wind,Koppal,Karnataka,31-Jan-2011,
KRBL Limited  (KAL-20),1.50,Wind,Koppal,Karnataka,31-Jan-2011,
Orient Abrasis Ltd (KAL-16),1.50,Wind,Koppal,Karnataka,31-Jan-2011,
EN Renewables Limited,24.00,Wind,Belgaum,Karnataka,15-Feb-2011,
CLP Wind Farms (India) Pvt Ltd,26.40,Wind,Davangere,Karnataka,25-Feb-2011,
EN Renewable Energy Limited,12.00,Wind,Belgaum,Karnataka,11-Mar-2011,
Protectron Electro mech (P) Limited,0.80,Wind,Gadag,Karnataka,30-Mar-2011,
EN Renewable Energy Limited,14.40,Wind,Belgaum,Karnataka,31-Mar-2011,
Golden Hatcheries,4.80,Wind,Gadag,Karnataka,31-Mar-2011,
MBM Engineering Infotech Limited,1.60,Gadag,Karnataka,31-Mar-2011,,
