0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1930,Ultra Ready Mix Concrete (P) Ltd,0.23,Udumalpet,Wind,28-Sep-2004
1931,M/s.Sri mahalakshmi textiles,0.23,Udumalpet,Wind,28-Sep-2004
1932,Nani Agro Foods(P) Ltd,0.23,Udumalpet,Wind,28-Sep-2004
1933,"RAJAPALAYAM MILLS LTD.,",1.25,Tirunelveli,Wind,28-Sep-2004
1934,ARUN WIND MILLS INDIA PRIVATE LIMITED,1.65,Tirunelveli,Wind,28-Sep-2004
1935,"K.P.R.MILL LTD.,",0.60,Tirunelveli,Wind,28-Sep-2004
1936,M/s.V.M.P.Energy Pvt Ltd.,0.50,palladam,Wind,28-Sep-2004
1937,Nandakumar,0.23,palladam,Wind,28-Sep-2004
1938,BARANI INDUSTRIES,0.23,palladam,Wind,28-Sep-2004
1939,Sri Padmavathy Yarns India (P) Ltd,0.46,palladam,Wind,28-Sep-2004
