0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8920,SRI KAMASHI WIND POWER PVT.LTD.,1.50,palladam,Wind,25-May-2013
8921,"BANSAL WIND MILLS (P) LTD.,",2.00,Tirunelveli,Wind,28-May-2013
8922,STAR PLASTICS-UNIT-III,0.85,Tirunelveli,Wind,4-Jun-2013
8923,Lucky Yarn Tex India Pvt.Limited,1.25,palladam,Wind,14-Jun-2013
8924,Mohan Power Infrastructure P Ltd,1.25,palladam,Wind,15-Jun-2013
8925,"DOLLAR ENERGY (P) LTD.,",2.00,Tirunelveli,Wind,17-Jun-2013
8926,SRI KUMARASWAMY MINERAL EXPORTS (P) LTD,2.10,Tirunelveli,Wind,17-Jun-2013
8927,SRI KUMARASWAMY MINERAL EXPORTS (P) LTD,2.10,Tirunelveli,Wind,17-Jun-2013
8928,SRI KUMARASWAMY MINERAL EXPORTS (P) LTD,2.10,Tirunelveli,Wind,17-Jun-2013
8929,MOTHI SPINNERS,1.50,palladam,Wind,18-Jun-2013
