0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
R.B.Seth Shreeram Naringdas,2.40,Wind,Davangere,Karnataka,31-Mar-2006,
V.T.Switchgears & Transforms,0.60,Wind,Davangere,Karnataka,31-Mar-2006,
"MSPL Ltd.,",6.00,Wind,Davangere,Karnataka,31-Mar-2006,
P.Venganna Setty & Bros,0.60,Wind,Davangere,Karnataka,31-Mar-2006,
"V M Salgocar & Bros (P) Ltd.,",3.75,Wind,Gadag,Karnataka,31-Mar-2006,
Indian Wind Energy Association,1.25,Wind,Gadag,Karnataka,31-Mar-2006,
"Vandana Global Ltd.,",1.25,Wind,Gadag,Karnataka,31-Mar-2006,
"Nav Baharat Intenational Ltd.,",1.25,Wind,Gadag,Karnataka,31-Mar-2006,
Ramesh Kumar Hajarimal Rathod,1.25,Wind,Gadag,Karnataka,31-Mar-2006,
"Globle Trasnsport Co. Ltd.,",1.25,Wind,Gadag,Karnataka,31-Mar-2006,
Unnathi Projects,0.80,Wind,Chitradurga,Karnataka,31-Mar-2006,
