0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4850,The Ramco Cements Ltd,0.80,Dindugal,Wind,2-Aug-2007
4851,The Ramco Cements Ltd,0.80,Dindugal,Wind,2-Aug-2007
4852,"MAPLE RENEWABLE POWER (P) LTD.,",1.50,Tirunelveli,Wind,4-Aug-2007
4853,Vijay Renewable energy,0.23,palladam,Wind,10-Aug-2007
4854,K.M.Knitwear,0.25,palladam,Wind,13-Aug-2007
4855,The Ramco Cements Limited,1.65,Udumalpet,Wind,16-Aug-2007
4856,The Ramco Cements Limited,1.65,Udumalpet,Wind,16-Aug-2007
4857,Vijay Renewable energy,0.23,palladam,Wind,17-Aug-2007
4858,KKSK Leather Processors Pvt Ltd.,0.23,Udumalpet,Wind,18-Aug-2007
4859,Sakthi Masala Pvt Ltd,0.60,Dindugal,Wind,21-Aug-2007
