0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4400,KEDIA ENTERPRISES,0.23,Tirunelveli,Wind,1-Mar-2007
4401,Mallow Wind Farms Pvt Ltd,0.35,Udumalpet,Wind,1-Mar-2007
4402,Bright castings,0.35,Udumalpet,Wind,1-Mar-2007
4403,Aalayam Power Systems Pvt Ltd,0.35,Udumalpet,Wind,1-Mar-2007
4404,Sri Valli Arasii Yarns Pvt. Ltd.,0.35,Udumalpet,Wind,1-Mar-2007
4405,Sri Valli Assosiates,0.23,palladam,Wind,1-Mar-2007
4406,"VINDHYA SPINNING MILLS (P) LTD.,",0.60,Tirunelveli,Wind,2-Mar-2007
4407,VELATHAL WIND FARMS PVT.LTD.,1.25,palladam,Wind,2-Mar-2007
4408,SCM GREEN POWER PVT.LTD.,0.85,palladam,Wind,2-Mar-2007
4409,G.K.GREEN POWER PVT.LTD.,0.85,palladam,Wind,2-Mar-2007
