0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
4460,POONGODHAI TEXTILE MILLS,0.25,palladam,Wind,17-Mar-2007
4461,SANTHOSH TEXTILES PROCESSING,0.23,palladam,Wind,17-Mar-2007
4462,SRI SANTHOSH TEXTILE PROCESS,0.23,palladam,Wind,17-Mar-2007
4463,Best heat Treatment Services,0.35,Udumalpet,Wind,20-Mar-2007
4464,RAJALAKSHMI WIND ENERGY LTD,0.45,Tirunelveli,Wind,20-Mar-2007
4465,RAJALAKSHMI WIND ENERGY LTD,0.68,Tirunelveli,Wind,20-Mar-2007
4466,"VIGNESHKUMAR SPINNING MILLS (P) LTD.,",0.35,Tirunelveli,Wind,20-Mar-2007
4467,S.K.T.TEXTILE MILLS,0.35,Tirunelveli,Wind,20-Mar-2007
4468,"MEGAWIN SWITCHGEAR (P) LTD.,",0.17,Tirunelveli,Wind,20-Mar-2007
4469,"CLOVER ENERGY (P) LTD.,",1.65,Tirunelveli,Wind,20-Mar-2007
