0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2480,"APD WIND ENERGIES (P) LTD.,",0.75,Tirunelveli,Wind,26-Mar-2005
2481,K.M.D. CLOTHING,0.35,Tirunelveli,Wind,26-Mar-2005
2482,"SRI PARVATHI AVGALAMMAN MILLS (P) LTD.,",0.35,Tirunelveli,Wind,26-Mar-2005
2483,"NARMADHA CHEMICALS (P) LTD.,",0.35,Tirunelveli,Wind,26-Mar-2005
2484,L.K.DISTRIBUTORS PRIVATE LIMITED,0.23,palladam,Wind,26-Mar-2005
2485,L.K.DISTRIBUTORS PRIVATE LIMITED,0.23,palladam,Wind,26-Mar-2005
2486,STRIBOG POWER (P) LTD.,0.35,palladam,Wind,26-Mar-2005
2487,Ganesa Textiles Mills,0.23,palladam,Wind,26-Mar-2005
2488,Gomuki Spinning Mills Pvt Ltd,0.25,palladam,Wind,26-Mar-2005
2489,Ghcl Ltd,1.60,palladam,Wind,26-Mar-2005
