0,1,2,3,4,5,6
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissionedDate
19,"S.P.V Power Plant at PHC Ronterite,chambang block",0.01,Solar,,Arunachal Pradesh,3-Dec-2016
20,"S.P.V Power Plant at District Hospital,Yinkiong, upper Siang District",0.01,Solar,Siang,Arunachal Pradesh,8-Dec-2016
21,"S.P.V Power Plant at 50 beded hospitalPalin, Kra daadi District",0.05,Solar,Kra Daadi,Arunachal Pradesh,5-Jul-2017
22,S.P.V Power Plant at TRIMS Itanagar,0.50,Solar,Itanagar,Arunachal Pradesh,1-Jan-2018
23,"S.P.V Power Plant at vidyut bhawan,itanagar",0.02,Solar,Itanagar,Arunachal Pradesh,1-Mar-2018
24,"S.P.V Power Plant at RGU, Doimukh",0.45,Solar,,Arunachal Pradesh,19-Mar-2018
25,S.P.V Power Plant at RKM School Deomali,0.02,Solar,Deomali,Arunachal Pradesh,19-Mar-2018
26,"S.P.V Power Plant at R.K mission Hospital,itanagar",0.08,Solar,Itanagar,Arunachal Pradesh,1-Apr-2018
27,S.P.V Power Plant at Asembly building atitanagar,0.20,Solar,Itanagar,Arunachal Pradesh,29-Apr-2018
28,S.P.V Power Plant at Energy Awarenesspark,1.00,Solar,Itanagar,Arunachal Pradesh,20-May-2018
29,"S.P.V Power Plant at D.C office yinkiong,upper siang District",0.03,Solar,Siang,Arunachal Pradesh,16-Aug-2018
30,"S.P.V Power Plant at BDO office, Palin,, kraDaadi District",0.01,Solar,Kra Daadi,Arunachal Pradesh,19-Sep-2018
31,"S.P.V Power Plant at PHC Pania,,Kra DaadiDistrict.",0.01,Solar,Kra Daadi,Arunachal Pradesh,20-Sep-2018
32,"S.P.V Power Plant at polytecnic, itanagar",0.08,Solar,Itanagar,Arunachal Pradesh,1-Oct-2018
33,"S.P.V Power Plant at D. N Collage, itanagar",0.20,Solar,Itanagar,Arunachal Pradesh,1-Oct-2018
34,S.P.V Power Plant at ISBT Itanagar,Solar,Arunachal Pradesh,,,
