0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity(MW),Type,Location(District),State,CommissionedDate
96,M/s Maheswari Mining & Energy Pvt.Limited,10.00,Solar,Ranga Reddy,Telangana,28-Mar-2016
97,M/s Winsol Solar (M/s First SolarPower India Private Limited),10.00,Solar,Mahbubnagar,Telangana,28-Mar-2016
98,"M/s. New Era Enviro Ventures(Karimnagar) Pvt. Ltd.,",10.00,Solar,Karimnagar,Telangana,28-Mar-2016
99,M/s. Premier Photovoltaic MedakPrivate Limited,10.00,Solar,Nizamabad,Telangana,28-Mar-2016
100,M/s New Era Enviro Ventures(Karimnagar) Private Limited,8.00,Solar,Medak,Telangana,29-Mar-2016
101,M/s Chintapally Saibaba Energy Pvt.Ltd(Previously M/s.P.V.K Engineers Pvt,2.00,Solar,Nalgonda,Telangana,30-Mar-2016
102,M/s Premier Photovoltaic (Medak)Private Limited,8.00,Solar,Medak,Telangana,30-Mar-2016
103,M/s. Premier Photovoltaic MedakPrivate Limited,10.00,Solar,Adilabad,Telangana,30-Mar-2016
104,M/s Abhyudaya Green Economic Zones,4.00,Solar,Ranga Reddy,Telangana,31-Mar-2016
105,"M/s Indo National Limited., 8MW",4.96,Solar,Mahabubnagar,Telangana,31-Mar-2016
106,M/s Maheswari Mining & Energy Pvt.Limited,10.00,Solar,Ranga Reddy,Telangana,31-Mar-2016
107,M/s Pudhari Publications Private Ltd–II,1.00,Solar,Medak,Telangana,31-Mar-2016
