0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
1870,SHIVA MILLS LIMITED,1.25,Tirunelveli,Wind,9-Sep-2004
1871,SUNLAND AUTO LOOMS,0.23,palladam,Wind,9-Sep-2004
1872,Poysha Power Geration Pvt.Ltd,1.13,Udumalpet,Wind,10-Sep-2004
1873,Poysha Power Genration Pvt.Ltd,0.90,Udumalpet,Wind,10-Sep-2004
1874,SHIVA MILLS LIMITED,1.25,Tirunelveli,Wind,10-Sep-2004
1875,"SANSAR GREEN ENERGY (P) LTD.,",1.25,Tirunelveli,Wind,10-Sep-2004
1876,"MUTHOOT FINCORP LTD.,",1.25,Tirunelveli,Wind,10-Sep-2004
1877,"MARK DATA POWER & ENERGY LTD.,",1.25,Tirunelveli,Wind,10-Sep-2004
1878,Sanjay Eco Green Power Pvt.Ltd,0.50,Kanyakumari,Wind,14-Sep-2004
1879,PRIMIER COTTON TEXTILES,1.65,Tirunelveli,Wind,16-Sep-2004
