0,1,2,3,4,5,6
List of Commissioned Wind Power Projects in Rajasthan,,,,,,
S. No.,Name of Project,Installed Capacity(MW),Name of theDeveloper,Type,Location(District),Date ofCommissioning
1,RSPCL (State Own)nowRREC,2.00,RSPCL,Wind,Jaisalmer,14-Aug-1999
2,RSPCL (State Own) nowRREC,2.25,RSPCL,Wind,Chittorgarh,21-Aug-2000
3,RSPCL (State Own) nowRREC,2.10,RSPCL,Wind,Jodhpur,9-Mar-2001
4,Kalani industries,2.76,Enercon,Wind,Jaisalmer,31-Mar-2001
5,RSMML (State Own),4.90,Suzlon,Wind,Jaisalmer,31-Aug-2001
6,"Vishal Exports OverseasLtd., Ahmedabad",1.75,Suzlon,Wind,Jaisalmer,30-Oct-2001
7,"Vishal Plastomer Pvt.Ltd., Ahmedabad",0.35,Suzlon,Wind,Jaisalmer,30-Oct-2001
8,"Vijay Solvex Ltd., Alwar",1.38,Enercon,Wind,Jaisalmer,3-Jan-2002
9,RSMML (State Own),4.90,Suzlon,Wind,Jaisalmer,30-Jun-2002
10,"Varroc Engineering Pvt.Ltd., Aurangabad",1.25,Suzlon,Wind,Jaisalmer,30-Sep-2002
11,"Endurance TransmissionSystem (India) Pvt. Ltd.,",2.00,Suzlon,Wind,Jaisalmer,30-Sep-2002
12,"Suzlon Green Power Ltd.,Ahmedabad",2.00,Suzlon,Wind,Jaisalmer,30-Sep-2002
13,"Varroc Engineering Pvt.Ltd., Aurangabad",1.00,Suzlon,Wind,Jaisalmer,31-Mar-2003
