0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
740,Chettinad Quartz Podu Pvt Ltd,0.92,Udumalpet,Wind,29-Sep-1996
741,Sri Shanmugavel  Mills Pvt  Ltd,6.00,Udumalpet,Wind,29-Sep-1996
742,ASHOK LEYLAND WIND ENERGY LTD.,1.60,palladam,Wind,29-Sep-1996
743,ASHOK LEYLAND WIND ENERGY LTD.,1.20,palladam,Wind,29-Sep-1996
744,ASHOK LEYLAND WIND ENERGY LTD.,1.20,palladam,Wind,29-Sep-1996
745,J.K.FENNER (INDIA) LTD.,0.85,Kanyakumari,Wind,30-Sep-1996
746,J.K.FENNER (INDIA) LTD.,0.85,Kanyakumari,Wind,30-Sep-1996
747,J.K.FENNER (INDIA) LTD.,0.85,Kanyakumari,Wind,30-Sep-1996
748,"DALMIA BHARAT SUGAR AND INDUSTRIES LTD.,",2.03,Tirunelveli,Wind,30-Sep-1996
749,"DHANLAXMI FABRICS LTD.,",0.50,Tirunelveli,Wind,30-Sep-1996
