0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
5280,"FL SMIDTH PVT LTD.,",1.65,Tirunelveli,Wind,9-May-2008
5281,"SRF LIMITED.,",1.50,Tirunelveli,Wind,17-May-2008
5282,Olive Ecopower Pvt.Ltd.,0.60,palladam,Wind,17-May-2008
5283,Olive Ecopower  Pvt.Ltd.,0.60,palladam,Wind,19-May-2008
5284,ASIAN STAR COMPANY LTD,0.60,palladam,Wind,19-May-2008
5285,"ANIRUTH GREEN INDIA (P) LTD.,",1.25,Tirunelveli,Wind,20-May-2008
5286,CONCORDE TEXTILES,0.23,Tirunelveli,Wind,21-May-2008
5287,M/s.Krishna Poultry Farm India Pvt. Ltd.,0.25,palladam,Wind,21-May-2008
5288,ASIAN STAR COMPANY LTD,0.60,palladam,Wind,21-May-2008
5289,ASIAN STAR COMPANY LTD,0.60,palladam,Wind,21-May-2008
