0,1,2,3,4,5,6
List of commissined Small Hydro power projects in Jammu & Kashmir,,,,,,
S.No,Project Name,InstalledCapacity(MW),Type,Location,State,CommissionedDate
1,Chenani Hep-I,23.30,Small Hydro,,Jammu & Kashmir,
2,Chenani Hep-II,2.00,Small Hydro,,Jammu & Kashmir,
3,Chenani Hep-III,7.50,Small Hydro,,Jammu & Kashmir,
4,Sewa Hep-I,9.00,Small Hydro,,Jammu & Kashmir,
5,Bederwah Hep,1.00,Small Hydro,,Jammu & Kashmir,
6,Pehalgam Hep,4.50,Small Hydro,,Jammu & Kashmir,
7,Ganderbal Hep,15.00,Small Hydro,,Jammu & Kashmir,
8,Karnah Hep,2.00,Small Hydro,,Jammu & Kashmir,
9,Upper Sindh Hep-1,22.60,Small Hydro,,Jammu & Kashmir,
10,Igo Merchelong Hep,3.00,Small Hydro,,Jammu & Kashmir,
11,Marpachoo Hep,0.75,Small Hydro,,Jammu & Kashmir,
12,Haftal Hep,1.00,Small Hydro,,Jammu & Kashmir,
13,Iqbal Mhep,3.75,Small Hydro,,Jammu & Kashmir,
14,Sumoor Hep,0.10,Small Hydro,,Jammu & Kashmir,
15,Hunder Mhep,0.40,Small Hydro,,Jammu & Kashmir,
16,Bazgo Mhep,0.30,Small Hydro,,Jammu & Kashmir,
17,Stakna Hep,4.00,Small Hydro,,Jammu & Kashmir,
18,Sanjak Hep,1.26,Small Hydro,,Jammu & Kashmir,
,Total (MW),101.46,,,,
