0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
6560,SHARADHA TERRY PRODUCTS,0.60,palladam,Wind,31-Mar-2010
6561,Jatin Wind Energy Private Limited,0.25,palladam,Wind,31-Mar-2010
6562,JAISARAVANA GREEN ENERGY,0.25,palladam,Wind,31-Mar-2010
6563,BHABANI PIGMENTS PVT LTD,1.50,palladam,Wind,31-Mar-2010
6564,MOTHERLAND TEXTILES INDIA PVT LTD,1.50,palladam,Wind,31-Mar-2010
6565,LAKSHMI RING TRAVELLERS CBE LTD,0.85,palladam,Wind,31-Mar-2010
6566,LAKSHMI RING TRAVELLERS CBE LTD,0.85,palladam,Wind,31-Mar-2010
6567,LAKSHMI ELECTRICAL CONTROL SYSTEMS,0.85,palladam,Wind,31-Mar-2010
6568,ADISANKARA SPINNING MILLS PVT.LTD,0.85,palladam,Wind,31-Mar-2010
6569,SRI VELAYUDHASWAMY SPG.MILLS PVT.LTD,0.85,palladam,Wind,31-Mar-2010
