0,1,2,3,4,5,6
S.NO,Name of Plant,InstalledCapacity (MW),Type,Location(District),State,Date ofCommissioning
25,M/s.SCM international Implex Pvt Ltd,1.00,Solar,Tirupur,Tamilnadu,28-Mar-2014
26,M/s. Sathy Silks Pvt Ltd,1.00,Solar,Tirupur,Tamilnadu,28-Mar-2014
27,M/s. Swelect Energy System Pvt Ltd,10.00,Solar,Karur Dist,Tamilnadu,28-Mar-2014
28,M/s. Amex Alloy,2.00,Solar,Karur Dist,Tamilnadu,28-Mar-2014
29,M/s. Gomathy International,1.00,Solar,Tirunelveli Dist,Tamilnadu,29-Mar-2014
30,M/s. IM GearsPvt Ltd,0.90,Solar,Virudhunagar Dist,Tamilnadu,29-Mar-2014
31,M/s. Orange Sorting Machines Pvt Ltd,0.80,Solar,Tirunelveli Dist,Tamilnadu,29-Mar-2014
32,M/s. Ragam Exports,1.00,Solar,Tirupur Dist,Tamilnadu,30-Mar-2014
33,M/s. Sivajyothy Spinning Mills Pvt Ltd,1.00,Solar,Tirupur Dist,Tamilnadu,30-Mar-2014
34,M/s. Srilakshmi Processors,1.00,Solar,Tirupur Dist,Tamilnadu,30-Mar-2014
35,M/s. Fab Colours,1.00,Solar,Tirupur Dist,Tamilnadu,30-Mar-2014
