0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
2470,SKB VENTURES INDIA PVT LTD,0.45,Tirunelveli,Wind,26-Mar-2005
2471,"SREE SIVASAKTHI WIND MILLS (P) LTD.,",0.23,Tirunelveli,Wind,26-Mar-2005
2472,"GOODLUCK WIND FARMS INDIA (P) LTD.,",0.23,Tirunelveli,Wind,26-Mar-2005
2473,"TEH INDIA CEMENTS LTD.,",1.25,Tirunelveli,Wind,26-Mar-2005
2474,"R.K.WIND FARM (KARUR) (P) LTD.,",1.25,Tirunelveli,Wind,26-Mar-2005
2475,P.I.MOHAMMED KUTTY @ MAMOTTY,0.75,Tirunelveli,Wind,26-Mar-2005
2476,MBICA AGARBATHICS &AROMA INDUSTRIES LT,0.75,Tirunelveli,Wind,26-Mar-2005
2477,"APA TEXTILES INDIA PVT.LTD.,",0.75,Tirunelveli,Wind,26-Mar-2005
2478,"PREMALAYA WINDFARM (P) LTD.,",0.75,Tirunelveli,Wind,26-Mar-2005
2479,ATLAS PROCESSING MILLS,0.75,Tirunelveli,Wind,26-Mar-2005
