0,1,2,3,4,5,6
S NO.,Name Of the Project,InstalledCapacity(MW),Type,Location(District),State,DATE OFCOMMISSIONING
Ramgad Minerals & Mining Pvt.Ltd-4,6.25,Wind,Davangere,Karnataka,30-Apr-2005,
MSPL Limited-6,1.25,Wind,Davangere,Karnataka,30-Apr-2005,
Ramgad Minerals & Mining Pvt.Ltd-3,1.25,Wind,Davangere,Karnataka,31-May-2005,
MSPL Limited-6,1.25,Wind,Davangere,Karnataka,31-May-2005,
Ramgad Minerals & Mining Pvt.Ltd-4,3.75,Wind,Davangere,Karnataka,31-May-2005,
Maris Power Supply Co. Limited(CWEL),5.25,Wind,Chitradurga,Karnataka,9-Jun-2005,
Bellary Iron Ores Co.Pvt.Limited(NEG),0.95,Wind,Chitradurga,Karnataka,9-Jun-2005,
S.Kumar  (CWEL),0.95,Wind,Chitradurga,Karnataka,9-Jun-2005,
Savitha Chemicals Limited  (CWEL),1.90,Wind,Chitradurga,Karnataka,9-Jun-2005,
Ramgad Minerals & Mining Pvt.Ltd-3,2.50,Wind,Davangere,Karnataka,13-Jun-2005,
Bellad and Company  (CWEL),0.95,Wind,Chitradurga,Karnataka,22-Jun-2005,
