0,1,2,3,4,5
S.NO,Project Name,InstalledCapacity (MW),Location (District),Type,COMMISSIONINGDATE
8020,The Tata Power Company Ltd,1.50,Udumalpet,Wind,5-Aug-2011
8021,The Tata Power Company Ltd,1.50,Udumalpet,Wind,5-Aug-2011
8022,Murugan Textiles,0.85,palladam,Wind,5-Aug-2011
8023,Murugan Textiles,0.85,palladam,Wind,5-Aug-2011
8024,SIMRAN WIND PROJECT LTD,2.10,Tirunelveli,Wind,6-Aug-2011
8025,"RIDDHI SIDDHI GLUCO BIOLS LTD.,",0.75,Tirunelveli,Wind,6-Aug-2011
8026,CLEAN SWITCH INDIA PRIVATE LIMITED,1.50,Tirunelveli,Wind,6-Aug-2011
8027,CLEAN SWITCH INDIA PRIVATE LIMITED,1.50,Tirunelveli,Wind,6-Aug-2011
8028,SIMRAN WIND PROJECT LTD,1.50,Tirunelveli,Wind,6-Aug-2011
8029,SIMRAN WIND PROJECT LTD,1.50,Tirunelveli,Wind,6-Aug-2011
