0,1,2,3,4,5,6
S. No.,Project Name,InstalledCapacity (MW),Type,Location (District),State,Commissioned Date
140,Tect Power Pvt. Limited,0.25,Solar,Bikaner,Rajasthan,30-Mar-2014
141,Nolaram Dulichand DalMills,2.00,Solar,Bikaner,Rajasthan,30-Mar-2014
142,Lohia Gramin Vikas Pvt.Limited (2nd Project),1.00,Solar,Bikaner,Rajasthan,31-Mar-2014
143,Rays Power Experts (P)Limited,1.00,Solar,Bikaner,Rajasthan,31-Mar-2014
144,Bikaji Foods InternationalLimited,1.00,Solar,Bikaner,Rajasthan,31-Mar-2014
145,Sir Kasturchand DagaSolar Power Inc,1.00,Solar,Bikaner,Rajasthan,31-Mar-2014
146,Tirupati MicrotechPrivate Limited,1.00,Solar,Bikaner,Rajasthan,31-Mar-2014
147,Pritam Hospital,0.25,Solar,Bikaner,Rajasthan,31-Mar-2014
148,K.K.Enterprises,0.50,Solar,Bikaner,Rajasthan,1-Apr-2014
